"","folio","foliow1","fac_2l","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"307","00388004","00388000",10155,"0","0","0","1","0","0","0","1","1","1","1","1","1","1"
"308","00388005","00388000",10155,"0","1","0","1","1","1","0","1","0","1","1","0","1","1"
"309","00389000","00389000",10155,"1","0","0","0","0","0","0","0","0","0","1","1","1","1"
"310","00390000","00390000",10155,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"311","00391000","00391000",10155,"1","0","0","0","0","0","0","0","0","0","1","0","0","2"
"312","00392000","00392000",10155,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"313","00393000","00393000",10155,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"314","00393003","00393000",10155,"0","0","0","0","0","0","0","1","1","0","1","1","0","1"
"315","00394000","00394000",10155,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"316","00395000","00395000",10155,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"317","00396000","00396000",10155,"1","0","0","1","0","1","0","0","0","0","0","0","0","1"
"318","00396002","00396000",10155,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"319","00397000","00397000",10155,"1","0","0","0","0","0","0","0","0","0","1","1","0","1"
"320","00401000","00401000",10155,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"321","00402000","00402000",10155,"0","0","0","0","1","0","0","0","0","0","1","0","0","1"
"322","00404000","00404000",10155,"1","0","0","0","0","1","0","0","0","0","1","0","0","2"
"323","00405000","00405000",10155,"1","0","0","0","0","0","0","1","0","0","1","0","0","1"
"324","00405100","00405100",10155,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"325","00406000","00406000",1407,"1","1","0","1","1","1","0","1","0","1","1","1","1","2"
"326","00406005","00406000",1407,"0","0","0","1","1","0","0","0","0","0","1","1","0","3"
"327","00406008","00406000",1407,"1","0","0","1","1","1","0","1","1","1","1","0","1","2"
"328","00406009","00406000",1407,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"329","00407000","00407000",1407,"0","0","0","0","1","1","0","1","0","0","1","1","0","3"
"330","00409000","00409000",1407,"0","0","0","0","1","1","0","0","0","1","1","0","0","1"
"331","00411000","00411000",1407,"1","0","0","1","0","1","0","0","0","1","1","0","0","2"
"332","00412000","00412000",1407,"1","0","0","0","1","1","0","0","0","0","1","0","1","2"
"333","00414000","00414000",1407,"0","0","0","0","1","0","0","1","0","0","1","1","0","1"
"334","00415000","00415000",1407,"1","0","0","1","1","1","0","0","0","1","1","0","1","2"
"335","00415005","00415000",1407,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"336","00416000","00416000",1407,"1","0","0","1","1","1","0","0","0","1","1","0","0","1"
"337","00417000","00417000",1407,"1","1","0","1","1","0","1","0","0","1","1","1","0","2"
"338","00418000","00418000",1407,"1","0","0","1","1","1","0","0","0","1","1","1","0","1"
"339","00419000","00419000",1407,"1","0","0","1","1","1","0","0","0","0","1","1","1","2"
"340","00420000","00420000",1407,"0","0","0","1","0","1","0","1","0","1","1","0","0","1"
"341","00420100","00420100",1407,"1","0","0","1","0","1","0","0","0","1","1","0","0","1"
"342","00421000","00421000",1407,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"343","00422000","00422000",1407,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"344","00423000","00423000",1407,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"345","00424000","00424000",1407,"1","1","0","1","1","1","0","1","0","1","1","0","0","3"
"346","00426000","00426000",1407,"0","1","0","1","0","1","0","0","0","0","1","1","0","2"
"347","00428000","00428000",1407,"1","0","1","0","0","1","0","1","1","1","1","1","1","1"
"348","00429000","00429000",1407,"1","0","0","1","1","1","0","0","0","0","1","1","0","1"
"349","00430000","00430000",1407,"1","0","0","1","0","1","0","0","0","0","1","0","0","2"
"350","00431000","00431000",1407,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"351","00432000","00432000",1407,"1","0","0","1","1","1","0","0","0","0","1","0","0","1"
"352","00433000","00433000",1407,"1","0","0","1","0","1","0","0","0","0","1","1","1","1"
"353","00434000","00434000",1407,"1","0","1","1","1","1","0","1","1","1","1","1","0","1"
"354","00435000","00435000",1407,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"355","00436000","00436000",1407,"0","0","0","0","0","0","0","1","0","1","1","1","0","2"
"356","00437000","00437000",1407,"0","0","0","1","0","0","0","1","0","1","1","0","0","1"
"357","00439000","00439000",1407,"1","0","0","1","1","1","0","1","0","1","1","1","0","1"
"358","00440000","00440000",1407,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"359","00441000","00441000",1407,"1","1","0","1","1","1","0","1","1","1","1","1","0","2"
"360","00443000","00443000",1407,"0","1","0","0","1","1","0","0","0","0","1","0","0","1"
"361","00444000","00444000",1407,"1","0","0","1","0","1","0","0","0","0","1","1","0","2"
"362","00445000","00445000",1407,"0","0","0","1","1","1","0","0","0","1","1","0","0","1"
"363","00446000","00446000",1407,"1","1","0","1","0","1","0","0","0","0","1","0","0","1"
"364","00447000","00447000",1407,"1","1","0","1","1","1","0","1","0","1","1","0","1","2"
"365","00450000","00450000",1512,"1","0","0","1","0","0","0","0","0","0","1","0","0","1"
"366","00451000","00451000",1512,"0","1","1","1","1","1","0","1","1","1","1","1","0","3"
"367","00454000","00454000",1512,"1","0","0","1","1","1","0","1","1","1","1","0","0","2"
"368","00455000","00455000",1512,"1","0","1","1","1","1","0","1","1","1","1","1","0","2"
"369","00456000","00456000",1512,"1","0","0","1","1","1","0","1","0","1","1","0","0","2"
"370","00457000","00457000",1512,"0","0","0","1","1","0","0","1","0","0","1","1","0","1"
"371","00458000","00458000",1512,"1","0","1","1","1","0","0","1","1","1","1","1","0","1"
"372","00459000","00459000",1512,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"373","00460000","00460000",1512,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"374","00461000","00461000",1512,"1","0","0","1","1","0","0","1","1","1","1","1","0","1"
"375","00463000","00463000",1512,"1","1","0","1","1","1","0","1","1","1","1","1","0","1"
"376","00463002","00463000",1512,"0","0","1","1","1","1","1","1","1","0","1","0","0","2"
"377","00464000","00464000",1512,"1","0","1","1","1","1","0","0","0","0","1","0","0","1"
"378","00464003","00464000",1512,"0","0","1","1","1","1","0","1","1","1","1","1","0","2"
"379","00465000","00465000",1512,"1","0","0","1","1","1","0","1","1","1","1","0","0","2"
"380","00465002","00465000",1512,"0","0","1","1","1","1","0","1","1","1","1","1","0","2"
"381","00466000","00466000",1512,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"382","00467000","00467000",1512,"1","1","0","1","1","1","0","1","1","1","1","0","0","1"
"383","00468000","00468000",1512,"1","0","1","1","1","1","0","1","1","1","1","0","1","2"
"384","00469000","00469000",1512,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"385","00470000","00470000",1512,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"386","00471000","00471000",1512,"1","0","0","1","1","1","0","1","1","1","1","0","0","2"
"387","00472000","00472000",1512,"1","0","0","0","0","0","0","1","1","0","1","0","0","3"
"388","00474000","00474000",1512,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"389","00475000","00475000",1512,"0","0","0","1","0","1","0","1","1","0","1","0","0","3"
"390","00476000","00476000",1512,"0","0","1","1","1","1","0","1","1","1","1","1","0","2"
"391","00477000","00477000",1512,"1","0","0","1","1","0","0","1","1","1","1","0","0","1"
"392","00478000","00478000",1512,"0","0","0","1","1","0","0","0","0","0","1","1","0","1"
"393","00479000","00479000",1512,"1","0","0","1","1","1","0","1","0","0","1","1","0","2"
"394","00483000","00483000",1512,"1","0","1","1","1","1","0","1","1","1","1","1","0","3"
"395","00485000","00485000",1512,"0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"396","00486000","00486000",1512,"1","0","1","1","1","1","0","1","1","1","1","0","0","2"
"397","00487000","00487000",1512,"1","0","1","1","1","1","0","1","1","1","1","0","0","1"
"398","00488000","00488000",1512,"1","0","0","1","1","1","0",NA,NA,NA,NA,NA,NA,NA
"399","00489000","00489000",1512,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"400","00490000","00490000",1512,"1","0","0","1","1","1","0","1","0","1","1","0","0","1"
"401","00493000","00493000",1512,"1","0","0","1","1","1","0","1","0","0","1","0","0","1"
"402","00494000","00494000",1512,"1","0","0","1","1","1","1","1","1","0","1","1","0","3"
"403","00495000","00495000",1512,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"404","00496000","00496000",1512,"0","0","1","0","0","0","0","1","1","0","1","1","0","2"
"405","00497000","00497000",1512,"0","0","0","0","1","0","0","0","0","0","1","0","0","1"
"406","00499000","00499000",1512,"1","0","0","1","1","0","0","1","1","1","1","0","0","2"
"407","00499002","00499000",1512,"0","0","0","1","1","0","0","1","1","0","1","1","1","1"
"408","00500000","00500000",1512,"1","0","1","1","1","1","0","1","1","1","1","0","1","2"
"409","00501000","00501000",1512,"0","1","1","1","1","1","0","1","1","1","1","0","0","2"
"410","00502000","00502000",1512,"1","0","1","1","1","1","0","1","0","1","1","1","0","2"
"411","00504000","00504000",2574,"0","0","0","0","1","0","0","1","1","1","0","0","0","1"
"412","00505000","00505000",2574,"1","1","0","1","0","1","0","1","1","0","1","0","0","3"
"413","00506000","00506000",2574,"1","0","0","1","0","1","0","0","0","0","1","0","0","2"
"414","00508000","00508000",2574,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"415","00509000","00509000",2574,"0","0","0","0","0","0","0","0","0","1","1","0","0","1"
"416","00512000","00512000",2574,"0","0","0","0","1","0","0","1","1","0","1","0","0","1"
"417","00514000","00514000",2574,"1","0","0","1","0","1","1","1","1","1","1","0","0","2"
"418","00515000","00515000",2574,"1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"419","00516000","00516000",2574,"0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"420","00518000","00518000",2574,"0","0","0","1","1","0","0","1","1","0","1","0","0","2"
"421","00519000","00519000",2574,"0","0","0","1","1","0","0","1","1","1","1","0","0","2"
"422","00521000","00521000",2574,"0","0","0","0","1","0","0","0","0","0","1","0","0","1"
"423","00522000","00522000",2574,"0","0","0","1","0","1","0","1","0","1","1","1","1","1"
"424","00523000","00523000",2574,"1","0","0","0","0","0","0","0","0","0","1","0","0","3"
"425","00524000","00524000",2574,"1","0","0","1","1","0","0","0","0","1","1","0","0","1"
"426","00524003","00524000",2574,"1","0","0","1","0","1","0","1","1","1","1","0","0","1"
"427","00525000","00525000",2574,"0","0","0","0","0","1","0","0","0","0","1","0","0","2"
"428","00525003","00525000",2574,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"429","00526000","00526000",2574,"0","0","0","1","1","1","1","1","1","1","1","0","0","3"
"430","00527000","00527000",2574,"1","0","0","1","1","1","0","0","0","0","1","0","0","3"
"431","00528000","00528000",2574,"1","0","0","1","1","1","0","1","1","1","1","1","0","1"
"432","00530000","00530000",2574,"0","0","0","1","1","0","0","0","0","0","1","0","0","1"
"433","00531000","00531000",2574,"1","0","0","0","0","1","0","1","0","0","1","0","0","1"
"434","00532000","00532000",2574,"1","0","0","1","0","1","0","1","1","1","1","0","0","1"
"435","00533000","00533000",2574,"0","0","0","0","0","0","0","0","1","0","1","0","0","2"
"436","00535000","00535000",2574,"0","0","0","0","1","0","0","0","0","0","1","1","0","1"
"437","00536000","00536000",2574,"1","0","0","0","0","0","0","0","0","1","1","0","0","2"
"438","00537000","00537000",2574,"1","0","0","1","1","1","0","0","0","0","1","1","0","1"
"439","00538000","00538000",2574,"1","0","0","1","0","0","0","0","0","1","1","1","0","1"
"440","00540000","00540000",2574,"0","0","0","1","1","0","0","1","1","1","1","0","0","2"
"441","00542000","00542000",2574,"1","0","0","0","1","0","0","1","1","1","1","1","0","1"
"442","00544000","00544000",2574,"1","0","0","1","1","1","0","0","0","0","1","1","0","1"
"443","00545000","00545000",2574,"1","0","0","0","0","1","0","0","0","0","1","0","0","3"
"444","00546000","00546000",2574,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"445","00547000","00547000",2574,"0","0","0","1","1","0","0","1","1","1","1","1","0","1"
"446","00549000","00549000",2574,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"447","00550000","00550000",2574,"1","0","0","1","0","0","0","0","0","1","1","0","0","2"
"448","00551000","00551000",2574,"0","0","0","0","0","1","0","0","0","1","1","0","0","3"
"449","00551005","00551000",2574,"0","0","0","1","0","1","0","1","1","1","1","1","1","1"
"450","00552000","00552000",2574,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"451","00553000","00553000",2574,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"452","00553003","00553000",2574,"0","1","1","1","1","1","1","1","1","1","1","1","0","1"
"453","00554000","00554000",2574,"1","0","0","1","0","1","0","0","1","0","1","1","0","1"
"454","00556000","00556000",2574,"1","0","0","0","0","0","0","0","0","0","0","0","0","2"
"455","00557000","00557000",2574,"1","0","0","1","1","0","0","0","1","0","1","0","0","2"
"456","00558000","00558000",598,"0","1","0","1","1","1","0","1","1","0","1","1","0","3"
"457","00559000","00559000",598,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"458","00560000","00560000",598,"0","1","0","1","1","1","0","1","1","0","1","1","0","2"
"459","00561000","00561000",598,"1","0","0","1","1","1","0","0","1","0","1","1","1","1"
"460","00562000","00562000",598,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"461","00563000","00563000",598,"1","0","0","0","1","0","0","0","0","0","1","1","1","1"
"462","00564000","00564000",598,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"463","00565000","00565000",598,"1","1","0","1","1","1","0","1","1","0","1","1","1","1"
"464","00567000","00567000",598,"0","1","0","1","1","0","0","1","0","0","1","1","0","1"
"465","00568000","00568000",598,"1","0","0","1","0","0","0","0","0","0","1","1","1","1"
"466","00569000","00569000",598,"0","0","0","0","1","1","0","1","0","1","1","1","1","1"
"467","00572000","00572000",598,"1","1","0","1","1","1","0","1","0","1","1","1","1","1"
"468","00574000","00574000",598,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"469","00574001","00574000",598,"1","0","0","0","1","1","1","1","1","1","0","1","1","1"
"470","00575000","00575000",598,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"471","00577000","00577000",598,"1","0","1","1","1","1","0","1","1","1","1","1","0","2"
"472","00579000","00579000",598,"1","1","0","1","1","1","0","1","0","1","1","1","1","2"
"473","00580000","00580000",598,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"474","00581000","00581000",598,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"475","00583000","00583000",598,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"476","00586000","00586000",598,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"477","00587000","00587000",598,"1","0","0","1","0","1","0","1","1","1","1","1","1","2"
"478","00589000","00589000",598,"1","0","0","1","1","1","0","0","1","1","1","1","1","1"
"479","00591000","00591000",598,"0","1","0","1","0","1","0","0","0","0","1","1","0","1"
"480","00592000","00592000",598,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"481","00593000","00593000",598,"0","0","0","0","1","0","0","1","0","0","1","1","1","1"
"482","00594000","00594000",598,"0","0","0","0","1","0","0","0","0","0","1","1","0","1"
"483","00595000","00595000",598,"0","1","0","1","1","0","0","1","1","1","1","0","0","3"
"484","00596000","00596000",598,"1","1","0","1","0","1","0","1","1","0","1","1","1","2"
"485","00597000","00597000",598,"1","0","0","0","1","1","0","0","0","0","1","1","1","2"
"486","00598000","00598000",598,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"487","00599000","00599000",598,"1","0","0","1","1","1","0","0","0","0","1","0","1","2"
"488","00600000","00600000",598,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"489","00601000","00601000",598,"0","1","0","1","0","1","0","1","1","1","1","1","1","1"
"490","00602000","00602000",598,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"491","00603000","00603000",598,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"492","00604000","00604000",598,"1","1","0","1","0","0","0","0","0","0","1","0","0","2"
"493","00605000","00605000",598,"1","0","0","1","1","1","0","1","0","0","1","1","1","2"
"494","00606000","00606000",598,"1","0","0","1","1","1","0","1","1","1","1","1","0","1"
"495","00607000","00607000",598,"0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"496","00608000","00608000",598,"0","0","0","1","1","1","0","1","1","0","1","1","1","2"
"497","00609000","00609000",598,"1","1","0","1","1","0","0","1","1","0","1","0","1","2"
"498","00610000","00610000",598,"0","0","0","1","0","0","0","0","0","0","1","0","1","2"
"499","00611000","00611000",598,"0","0","0","1","1","1","0","1","1","0","1","0","1","1"
"500","00612000","00612000",1735,"0","0","1","1","1","1","0","1","1","1","1","0","1","2"
"501","00613000","00613000",1735,"0","1","0","1","1","1","0","1","1","1","1","0","0","3"
"502","00614000","00614000",1735,"0","1","0","1","1","1","0","1","1","1","1","0","1","2"
"503","00615000","00615000",1735,"0","0","0","1","1","1","0","1","1","1","1","0","1","1"
"504","00615004","00615000",1735,"0","0","0","0","0","1","0","1","1","1","1","0","1","1"
"505","00616000","00616000",1735,"0","0","0","1","1","1","0","1","1","1","1","0","1","1"
"506","00616003","00616000",1735,"0","0","0","1","1","1","0","1","1","1","1","0","1","2"
